LOCATIONS 100
UNDIRECTED
TIME 0.00000
0; 15; 5.80722
0; 23; 9.02436
0; 28; 5.77324
0; 90; 7.07277
0; 94; 8.64148
3; 5; 9.36501
3; 12; 6.07759
3; 13; 5.75132
3; 18; 6.45794
3; 22; 4.49071
3; 36; 10.12364
3; 37; 5.38941
3; 41; 4.55686
3; 51; 6.18787
3; 52; 6.26060
3; 55; 5.88881
3; 65; 6.92058
3; 68; 5.98486
3; 81; 6.93950
3; 87; 6.94161
3; 92; 5.23027
3; 96; 4.34828
4; 14; 6.25101
4; 18; 6.79432
4; 26; 5.22086
4; 31; 5.80115
4; 37; 6.20596
4; 38; 8.40273
4; 44; 7.84083
4; 50; 7.26043
4; 51; 6.59853
4; 59; 8.50758
4; 66; 8.19232
4; 67; 6.40310
4; 68; 6.42605
4; 70; 5.43669
4; 72; 10.64815
4; 81; 5.17165
4; 86; 7.03610
4; 87; 8.87646
4; 90; 9.10971
4; 96; 6.80734
4; 98; 6.69144
4; 99; 7.66664
5; 6; 4.83699
5; 14; 5.27552
5; 18; 7.10285
5; 28; 6.07876
5; 38; 6.15605
5; 41; 7.19388
5; 42; 6.65376
5; 47; 4.09057
5; 51; 5.85555
5; 52; 5.00300
5; 55; 6.28340
5; 59; 7.05370
5; 61; 6.60596
5; 62; 6.98210
5; 68; 7.46656
5; 69; 5.66314
5; 72; 6.35483
5; 73; 3.94094
5; 77; 6.26826
5; 90; 7.46005
5; 94; 6.24613
6; 14; 7.57492
6; 18; 7.60367
6; 23; 9.17433
6; 30; 6.25726
6; 33; 7.19704
6; 47; 8.60754
6; 50; 6.12806
6; 56; 6.23351
6; 57; 4.81252
6; 75; 7.16841
6; 85; 4.51625
6; 87; 5.44714
6; 93; 8.70289
7; 18; 5.66887
7; 21; 5.30915
7; 31; 6.71882
7; 33; 4.25627
7; 35; 9.54141
7; 38; 5.15106
7; 40; 5.39885
7; 51; 7.44898
7; 54; 6.72519
7; 59; 6.55045
7; 64; 4.58948
7; 73; 13.54116
7; 81; 12.23141
7; 85; 5.71289
7; 87; 5.91104
7; 90; 6.68585
7; 95; 6.83011
7; 96; 5.16761
8; 38; 6.01350
8; 66; 7.07730
8; 93; 8.37547
9; 38; 6.79547
9; 40; 6.25459
9; 59; 6.43495
9; 85; 5.73628
9; 90; 4.97942
10; 36; 5.51702
10; 40; 6.35744
10; 87; 4.00618
10; 90; 4.95122
10; 95; 5.83497
11; 13; 7.02685
11; 92; 4.25754
12; 19; 6.22977
12; 40; 7.71075
12; 61; 7.08746
12; 68; 5.22388
12; 87; 5.43091
13; 18; 5.25343
13; 25; 5.85285
13; 27; 5.16765
13; 32; 5.53737
13; 39; 7.41682
13; 40; 4.50973
13; 47; 5.33479
13; 62; 4.66622
13; 93; 8.20655
13; 95; 8.24579
14; 15; 8.75119
14; 18; 9.67125
14; 19; 7.18728
14; 31; 8.31004
14; 33; 5.91423
14; 35; 3.91513
14; 36; 5.62283
14; 37; 7.29207
14; 40; 6.55823
14; 42; 6.34550
14; 44; 4.83780
14; 45; 6.49272
14; 52; 4.37062
14; 57; 5.22678
14; 59; 5.16829
14; 61; 6.12581
14; 73; 6.34998
14; 79; 5.76379
14; 81; 8.45021
14; 85; 4.92510
14; 86; 5.73523
14; 90; 5.73857
14; 92; 9.27516
14; 94; 7.31483
14; 96; 7.32986
14; 98; 8.28176
15; 18; 5.31347
15; 19; 3.54029
15; 33; 7.23803
15; 34; 6.13649
15; 55; 7.98042
15; 61; 8.92539
15; 81; 10.36054
15; 93; 4.96106
15; 98; 6.15982
16; 19; 5.89230
16; 29; 16.32579
16; 31; 5.35288
16; 33; 6.90685
16; 36; 4.46757
16; 40; 7.59383
16; 41; 8.65506
16; 43; 8.82398
16; 51; 7.27813
16; 52; 10.09616
16; 53; 11.47519
16; 57; 9.25824
16; 71; 5.09306
16; 81; 5.18433
16; 82; 5.60987
16; 83; 4.96434
16; 86; 10.48728
16; 97; 6.80657
17; 19; 6.91121
17; 43; 5.05938
17; 51; 4.45523
18; 19; 6.55115
18; 21; 4.76032
18; 22; 7.85073
18; 23; 7.16865
18; 25; 6.52401
18; 26; 5.37120
18; 27; 8.98865
18; 29; 6.08014
18; 31; 8.77992
18; 32; 8.28687
18; 33; 6.76530
18; 34; 6.33094
18; 35; 7.80630
18; 36; 7.16808
18; 37; 4.80243
18; 38; 10.65175
18; 39; 6.37051
18; 40; 6.34691
18; 41; 6.06839
18; 43; 3.55869
18; 44; 5.93499
18; 46; 5.90836
18; 49; 8.26153
18; 51; 8.91122
18; 54; 4.70265
18; 55; 6.97145
18; 56; 4.83003
18; 59; 3.40882
18; 60; 8.92941
18; 61; 6.48524
18; 62; 14.39136
18; 63; 4.29372
18; 66; 8.83047
18; 67; 3.93135
18; 68; 5.47024
18; 73; 5.99973
18; 74; 5.60906
18; 81; 4.31475
18; 85; 4.40591
18; 86; 6.25354
18; 87; 7.66421
18; 89; 6.61411
18; 90; 10.23747
18; 94; 4.18042
18; 95; 5.22544
18; 96; 6.54699
18; 98; 4.01129
19; 26; 8.25724
19; 29; 5.56389
19; 31; 6.84373
19; 33; 6.72743
19; 40; 6.59464
19; 44; 5.29171
19; 45; 5.13985
19; 50; 6.86505
19; 51; 4.21451
19; 52; 7.75058
19; 56; 5.31241
19; 59; 8.77357
19; 60; 7.09863
19; 62; 5.76946
19; 73; 6.95329
19; 74; 6.56705
19; 81; 4.98598
19; 82; 5.27397
19; 83; 3.86606
19; 85; 6.37874
19; 86; 14.22411
19; 95; 8.17411
