141811,136271,147211,164570,144425,135205,136352,147455,130158,138676,170275,161065,143702,156422,140238,139475,154230,140299,124504,115472,126756,51346,0,72724,84719,102273,113868,103366,102191,87515,121770,112427,111312,162848,146572,146886,146285,142712,154791,135410,151230,133184,137594,170018,171568,103956,103938,92056,135692,112061,91513,106033,150867,149796,172014,149074,195290,194895,130522,125195,149682,105395,190563,124135,110646,156861,119833,170097,170383,141108,101007,182309,175740,50827,146526,147964,109017,97932,150585,128680,190097,91742,107168,103777,67855,107230
76436,71164,78849,93175,79713,69588,74418,82512,61174,71780,104625,91546,78912,85573,67548,69485,82974,67576,52326,44783,56173,23806,72724,0,14034,34013,49826,49392,49067,59274,68131,55383,56966,117161,92017,89873,84700,91427,108581,100856,116535,85775,97049,108764,110060,83250,83725,73030,113475,102811,83653,90949,146030,144359,153364,144346,131571,133159,65403,70451,116095,36260,125387,67421,49502,84810,118055,174423,171001,76997,32494,113660,107833,24494,92325,100162,53687,25208,112720,63181,125484,24960,87612,82471,55311,84243
72880,68023,73227,84566,76402,66217,72855,78955,55806,67470,99995,84694,75590,77669,56065,62849,74694,56436,43525,38731,49506,37633,84719,14034,0,32004,48936,53582,53635,69399,70613,57585,60145,119901,92782,89777,82813,93385,111452,107065,122133,89276,101953,106212,107360,93018,93549,83650,121723,113447,95209,101222,156185,154464,161247,154547,127395,129858,62580,72335,121961,32979,120594,68720,50339,75475,129193,185324,181488,74145,30510,107032,101792,38329,93208,102872,56809,15570,117691,60256,120975,26518,97348,92181,68001,93572
42423,37178,45441,62662,45722,35578,41070,48503,27992,37862,70669,58891,44919,54268,45965,37204,52315,44835,25818,14268,24813,50957,102273,34013,32004,0,16934,26167,26858,52612,39814,27084,30557,88619,60861,57772,51201,61876,80307,79405,93359,58892,72732,75026,76272,73046,73691,66794,97098,94829,80557,82143,135031,133213,135229,133542,97557,99237,31456,41057,93524,3523,91430,37167,19042,55918,111529,165739,160792,43084,1544,80557,74390,51456,61312,71699,27423,20256,88264,29206,91488,10534,77034,72112,60748,72454
27994,22462,34218,55580,30821,21336,24592,33800,19845,25038,56576,48668,30061,46623,49308,29614,45776,47449,29414,18888,22131,63411,113868,49826,48936,16934,0,18504,19859,49750,24571,13676,18176,72213,43979,40844,34883,45379,64045,66108,78924,43567,58238,59016,60354,66041,66731,62457,85753,87783,76793,75301,125380,123527,122351,124011,82621,83611,16666,25086,79350,16578,77135,20886,6135,51329,104605,156702,151117,27731,18427,68779,61991,63802,44450,55461,16108,36521,73367,14827,76914,24902,69558,65090,63076,64628
41411,36210,50288,73058,43167,35898,33759,46175,38068,40599,68455,64753,42568,64070,67278,47572,63610,65551,46920,35316,40553,55825,103366,49392,53582,26167,18504,0,1464,31352,19496,9321,8216,67812,44530,43882,43209,42629,59221,53885,68601,36383,48375,66665,68226,48173,48850,43975,70933,70029,58299,57420,109139,107309,109282,107684,92161,91530,31359,22480,68512,28241,88001,20818,12410,69542,86851,140087,134918,39608,26966,83038,75816,56038,44665,50863,5657,45513,64116,30405,87298,27128,51906,47223,46232,47113
42850,37661,51752,74513,44582,37358,35119,47586,39479,42062,69826,66216,43988,65524,68485,49004,65052,66780,48084,36409,41862,54918,102191,49067,53635,26858,19859,1464,0,29942,20322,10690,9194,68250,45422,44925,44501,43307,59653,53620,68499,36745,48391,67869,69439,47075,47747,42669,70307,68938,56979,56310,108284,106458,108826,106818,93421,92715,32822,23416,68357,29060,89320,21948,13792,70961,85754,139167,134060,41019,27592,84469,77240,55117,45536,51350,6924,45957,64134,31868,88598,27270,50852,46126,44775,46094
70927,66187,80866,104147,71973,66234,61634,74805,69420,71167,95593,95118,71509,95177,97394,78894,94872,95871,76820,64815,71536,51979,87515,59274,69399,52612,49750,31352,29942,0,41533,39148,35369,75440,63150,65270,69301,57689,67554,48736,64963,47118,50079,89967,91644,24002,24460,14518,55540,44094,27945,31832,86877,85180,95440,85217,116103,113706,61965,45148,63747,55670,113470,46307,43729,100891,60179,115993,112093,68403,52729,111773,104346,51788,62874,61259,35325,67620,63497,61313,112304,47793,28363,23251,20386,25332
31435,27845,42753,66816,31614,28674,21053,34186,37465,33711,54092,55978,31301,58235,70794,44673,58954,68610,52459,43179,43282,75234,121770,68131,70613,39814,24571,19496,20322,41533,0,13029,11350,49330,25128,25165,27785,23317,40846,42035,54360,19122,33687,49207,50848,49313,50011,49971,62954,69726,63776,58131,103626,101759,98208,102383,75241,73694,25762,3648,54827,40461,72106,5990,20783,66097,86140,135251,129128,28212,41083,70666,63189,75427,25221,32284,14501,60062,48819,26355,71054,44328,51908,48421,60291,46865
32334,27281,41748,65042,33940,27163,24438,36931,31279,32040,59138,56092,33361,56091,62715,40231,55956,60765,43056,32459,35202,64149,112427,55383,57585,27084,13676,9321,10690,39148,13029,0,4583,62351,36842,35484,33958,36111,53875,52892,66367,31891,45699,57609,59147,53046,53744,50610,72114,74619,64953,62273,111719,109864,109062,110356,82953,82512,22820,15069,66615,28084,78700,12334,8414,62313,91404,143071,137449,30366,28281,73878,66615,64408,37088,45307,3933,47326,61185,22207,78021,31322,56388,52100,55230,51399
35625,30817,45549,69084,36903,30897,26909,39826,35760,35876,61559,59751,36384,60166,67294,44570,60161,65348,47585,36844,39785,64041,111312,56966,60145,30557,18176,8216,9194,35369,11350,4583,0,60239,36317,35731,35804,34617,51681,48947,62829,29151,42256,58844,60431,48508,49207,46361,67750,70050,60675,57726,107206,105353,105003,105834,84538,83643,26750,14264,62967,31874,80685,12848,12606,66638,86830,138531,132946,33315,31646,76877,69533,64252,36459,43213,3340,50669,57885,26338,79873,33660,51821,47563,52274,46827
60969,62106,71074,90300,58026,64069,53373,57997,77228,67043,60205,77001,58493,84624,109318,79586,87311,106810,95336,88990,84978,121377,162848,117161,119901,88619,72213,67812,68250,75440,49330,62351,60239,0,30100,35585,47909,26841,8599,32441,25392,31588,25822,43975,45087,65304,65702,74412,50575,74450,82675,69315,87019,85358,66701,86554,62108,55293,64691,47611,27812,88760,65142,51462,69689,95017,85425,116612,108559,57245,89979,77605,71604,121443,29365,17049,63552,108675,19612,66634,62727,93658,64382,64964,95616,61454
31266,32028,42098,63502,28648,33978,23283,29186,47133,37122,39038,50454,29008,56712,79404,49766,58953,76915,65298,59500,54918,100339,146572,92017,92782,60861,43979,44530,45422,63150,25128,36842,36317,30100,0,6160,18765,7890,23337,40964,45922,18397,29751,28035,29713,63292,63909,67992,64145,79885,80128,70550,105015,103191,91585,104123,53728,50635,34675,22065,47465,60476,52544,24610,42708,66728,94590,136336,129104,27414,62321,57375,50210,100540,862,16324,39244,80368,38998,36685,50915,67420,64409,62584,83098,59894
25423,26659,36028,57351,22648,28665,18346,23064,41975,31458,33832,44328,23050,50558,73734,44016,52826,71229,60294,55219,49884,99578,146886,89873,89777,57772,40844,43882,44925,65270,25165,35484,35731,35585,6160,0,12659,13612,29255,46734,52081,23012,35555,24737,26421,67371,68010,71229,69940,84756,83854,74986,110928,109098,97744,110011,50852,48679,29874,21691,53614,57077,48801,23184,40371,60600,99774,142309,135132,21662,59270,52043,44762,99819,7023,22476,38357,76808,45158,32010,47389,65030,68773,66620,84820,64111
13237,15819,23373,45091,10117,17869,10322,10423,31102,19597,26308,32332,10611,38006,61568,31816,40189,59041,49481,46060,39144,97149,146285,84700,82813,51201,34883,43209,44501,69301,27785,33958,35804,47909,18765,12659,0,25620,41881,58177,64570,33146,47174,24225,25639,75210,75884,77344,81310,94023,90775,83441,122506,120662,110288,121520,49015,49047,20462,24208,66025,49842,44881,23283,36279,47964,109637,154029,147021,9912,52743,43299,35811,97471,19621,35079,37576,68843,57689,22786,44101,59785,77155,74384,87679,72271
37224,37077,48557,70688,35021,38885,27989,35960,51539,42612,46928,57789,35269,63577,84585,55299,65606,82145,69237,62301,59009,97912,142712,91427,93385,61876,45379,42629,43307,57689,23317,36111,34617,26841,7890,13612,25620,0,18867,33146,39098,11204,21951,35424,37077,56035,56634,61408,56346,72133,73092,63035,97316,95486,84847,96398,60671,56966,38743,21094,40462,61938,59979,24716,43057,73364,86730,128710,121568,33262,63260,65265,58092,98061,7135,10542,37815,81866,32324,40505,58247,67378,56952,55362,77918,52548
54599,55221,65249,85673,51903,57124,46283,52219,70076,60439,57351,72417,52296,79438,102697,73098,81893,100217,87971,81166,77682,112858,154791,108581,111452,80307,64045,59221,59653,67554,40846,53875,51681,8599,23337,29255,41881,18867,0,27571,25154,22994,18972,42102,43438,58976,59426,67386,48251,70055,76484,63774,86898,85160,69603,86262,63092,57114,57374,39254,27239,80547,64996,43208,61326,89655,82239,117347,109601,50752,81648,75341,68875,112931,22526,8607,55000,100427,18298,59219,62750,85157,58476,58554,87839,55145
68256,66653,80028,103120,66736,68084,57829,68174,78888,72621,79816,90509,66822,95512,112488,84851,97132,110225,94494,84961,85187,99394,135410,100856,107065,79405,66108,53885,53620,48736,42035,52892,48947,32441,40964,46734,58177,33146,27571,0,16297,25620,11217,66709,68244,33644,33953,44070,23206,42485,50645,36906,64329,62485,56246,63354,89826,84348,66397,42858,15390,80821,90795,47234,61306,104766,55113,95872,89002,64324,80411,98186,91115,99309,40157,27139,51994,99282,15412,67495,88743,80873,32211,33448,67566,29841
76279,75728,87655,109411,74118,77410,66624,74973,89365,81458,82370,96306,74368,102576,122890,94078,104685,120513,106108,97482,96300,115667,151230,116535,122133,93359,78924,68601,68499,64963,54360,66367,62829,25392,45922,52081,64570,39098,25154,16297,0,35730,20698,67252,68574,48158,48345,59396,25813,51853,64171,49487,61950,60246,45748,61396,87292,80654,76551,54344,2503,94445,89814,58779,74696,112449,60965,92200,84452,72306,94473,100452,93895,115587,45059,29686,66043,113497,7003,77991,87490,95728,45908,48132,83474,44536
42649,41092,54437,77721,41231,42581,32215,42822,53897,47037,56842,65332,41283,69968,87521,59366,71527,85194,70385,61878,60641,90002,133184,85775,89276,58892,43567,36383,36745,47118,19122,31891,29151,31588,18397,23012,33146,11204,22994,25620,35730,0,15486,46397,48067,44932,45541,50235,48430,61744,61909,52165,89699,87843,80613,88648,71839,68160,41190,18662,36460,59584,70930,23080,39887,79149,76849,121328,114578,38728,60134,75008,67677,90094,17809,15048,32491,79148,29854,42480,69268,62810,46013,44239,67466,41504
57684,56443,69382,92214,55979,57984,47467,57288,69379,62343,68611,79497,56108,84759,103006,74766,86508,100680,85708,76848,76060,98219,137594,97049,101953,72732,58238,48375,48391,50079,33687,45699,42256,25822,29751,35555,47174,21951,18972,11217,20698,15486,0,55734,57295,40007,40462,48621,34398,52309,57522,45084,75405,73569,65130,74467,79373,74274,56676,33834,21158,73766,79979,38276,54009,94193,65814,106869,99855,53722,73869,86980,79899,98213,28941,16454,45508,92912,15743,57960,77990,75465,39615,39581,70045,36180
33573,38194,37712,49836,29944,40039,34540,27683,51895,39590,16881,37168,30750,46504,76710,48923,49973,74185,69342,68348,59643,121291,170018,108764,106212,75026,59016,66665,67869,89967,49207,57609,58844,43975,28035,24737,24225,35424,42102,66709,67252,46397,55734,0,1689,91321,91934,95817,89280,107385,108146,98458,128897,127140,110663,128209,26137,24918,43677,45588,69334,73407,24555,45999,60483,56943,121512,159449,151680,32070,76570,33631,27863,121602,28591,39623,61009,91722,60389,45986,22879,83906,92361,90617,109357,87899
34612,39338,38293,49605,31010,41153,35935,28658,52824,40536,16336,37105,31819,46567,77075,49576,50092,74559,70125,69378,60514,122757,171568,110060,107360,76272,60354,68226,69439,91644,50848,59147,60431,45087,29713,26421,25639,37077,43438,68244,68574,48067,57295,1689,0,92993,93606,97506,90761,109004,109828,100113,130282,128529,111788,129606,24464,23427,44877,47225,70677,74605,22905,47588,61916,56949,123087,160775,152976,33250,77815,32575,27036,123071,30263,41136,62569,92799,61734,47176,21203,85229,94021,92291,111016,89567
80741,77042,92020,116064,80726,77691,70228,83118,84243,82775,100749,105247,80475,107385,115302,92766,107855,113483,95064,83481,88096,74949,103956,83250,93018,73046,66041,48173,47075,24002,49313,53046,48508,65304,63292,67371,75210,56035,58976,33644,48158,44932,40007,91321,92993,0,702,12252,32826,21865,17531,9261,63193,61458,72179,61575,116691,112609,74220,52270,46339,75685,115835,55214,59960,114700,38679,93028,88657,77424,73465,118434,110964,74683,62730,55305,49991,89967,48966,74266,114197,70002,4362,951,37340,3850
81437,77742,92719,116764,81417,78393,70921,83806,84943,83476,101406,105941,81167,108086,115988,93469,108558,114172,95744,84155,88789,75261,103938,83725,93549,73691,66731,48850,47747,24460,50011,53744,49207,65702,63909,68010,75884,56634,59426,33953,48345,45541,40462,91934,93606,702,0,12409,32648,21198,17060,8576,62648,60919,71901,61025,117282,113174,74922,52963,46500,76338,116453,55912,60649,115402,38006,92427,88089,78117,74104,119101,111633,74989,63343,55824,50684,90567,49247,74969,114809,70601,3930,1643,37471,4283
80945,76652,91608,115372,81485,76984,70935,84130,81699,82037,103504,105479,81121,106488,110966,90837,106522,109340,90440,78525,84527,63183,92056,73030,83650,66794,62457,43975,42669,14518,49971,50610,46361,74412,67992,71229,77344,61408,67386,44070,59396,50235,48621,95817,97506,12252,12409,0,45057,29826,14360,18058,73033,71383,84190,71336,121713,118367,73038,53350,57736,69750,120028,55470,56332,112919,45691,101673,97995,78006,66986,120545,113056,62885,67551,62559,47055,82137,59474,72699,118602,62294,16165,11896,25090,15210
91004,89040,102817,126138,89661,90347,80424,91209,100386,95049,102879,113628,89709,118384,133728,107000,119863,131561,114908,104571,106144,107371,135692,113475,121723,97098,85753,70933,70307,55540,62954,72114,67750,50575,64145,69940,81310,56346,48251,23206,25813,48430,34398,89280,90761,32826,32648,45057,0,27730,44617,29715,41269,39413,39976,40228,111343,105238,88258,64400,23312,99028,112979,68596,80355,127425,35153,72915,66352,87114,97888,121244,114230,107141,63330,49705,70393,116100,30968,89134,110814,96649,28984,33285,70098,30455
100876,97567,112416,136468,100497,98378,90186,102679,105655,103430,118580,125132,100327,127953,137080,113912,128653,135232,116895,105342,109773,91507,112061,102811,113447,94829,87783,70029,68938,44094,69726,74619,70050,74450,79885,84756,94023,72133,70055,42485,51853,61744,52309,107385,109004,21865,21198,29826,27730,0,21477,12685,43498,41923,59964,41761,131638,126561,95167,72362,49471,97511,131871,75709,81730,135684,16829,71898,68190,97359,95210,136688,129309,91133,79203,68748,71694,111339,55427,95379,129991,91386,18234,22813,51407,23227
94978,90800,105783,129615,95379,91188,84816,97958,96060,96254,116739,119543,95045,120752,125141,105183,120834,123553,104589,92627,98842,70603,91513,83653,95209,80557,76793,58299,56979,27945,63776,64953,60675,82675,80128,83854,90775,73092,76484,50645,64171,61909,57522,108146,109828,17531,17060,14360,44617,21477,0,15062,64397,62920,80778,62620,133749,129887,87303,67048,62136,83611,132568,69412,70673,127266,34631,91029,88234,91940,80661,134066,126575,70194,79612,72796,61414,95006,65734,87006,131018,75398,18455,18027,30276,21343
89499,85941,100884,124944,89346,86649,78905,91659,93436,91725,108631,113934,89125,116318,124564,101884,116866,122745,104319,92719,97349,81011,106033,90949,101222,82143,75301,57420,56310,31832,58131,62273,57726,69315,70550,74986,83441,63035,63774,36906,49487,52165,45084,98458,100113,9261,8576,18058,29715,12685,15062,0,55085,53410,67191,53411,123425,118922,83265,60967,47372,84829,123014,64075,69222,123774,29452,84316,80265,86102,82527,126507,119065,80687,69934,61119,59245,98753,51548,83367,121274,78790,6288,10213,41753,11275
132260,130199,144076,167397,130931,131456,121654,132461,141076,136213,143314,154837,130979,159651,174110,148025,161106,172020,154773,143920,146459,134909,150867,146030,156185,135031,125380,109139,108284,86877,103626,111719,107206,87019,105015,110928,122506,97316,86898,64329,61950,89699,75405,128897,130282,63193,62648,73033,41269,43498,64397,55085,0,1867,33281,1807,149122,142219,129194,105321,59719,137345,151761,109408,119674,168646,31179,31682,25780,128377,135623,161612,154768,134519,104182,89869,109523,152848,68619,129955,149441,132931,58892,64048,94653,62976
